dateTime,windAngle,WAReference,windSpeed,WSUnits,status,checkSum
2024-04-22 20:25:51.255589,348.3,R,6.5,N,A,2C
2024-04-22 20:25:57.252008,314.8,R,6.3,N,A,28
2024-04-22 20:26:02.255037,334.0,R,3.8,N,A,2C
2024-04-22 20:26:07.256802,337.2,R,2.5,N,A,21
