dateTime,channelA410nm,channelA435nm,channelA460nm,channelA485nm,channelA510nm,channelA535nm,channelA560nm,channelA585nm,channelA610nm,channelA645nm,channelA680nm,channelA705nm,channelA730nm,channelA760nm,channelA810nm,channelA860nm,channelA900nm,channelA940nm
2024-04-22 20:25:55.337701,9.831080436706543,4.984130382537842,9.67223072052002,5.673512935638428,3.1921141147613525,2.919400691986084,29.879573822021484,225.7479248046875,3.3128089904785156,193.5823211669922,1.04391610622406,2.4242684841156006,0.823743462562561,0.0,0.8140385746955872,1.085262656211853,5.128300189971924,11.9013032913208
